word_freq_george,word_freq_you,word_freq_your,word_freq_hp,word_freq_free,word_freq_hpl,word_freq_our,word_freq_re,word_freq_edu,word_freq_remove,char_freq_!,class
0.0,1.46,0.97,0.0,0.48,0.0,0.48,0.0,0.0,0.0,0.963,1
0.0,2.08,1.25,0.0,0.41,0.0,0.41,0.41,0.0,0.0,0.75,1
0.0,2.76,0.61,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.207,1
0.0,0.0,0.0,0.0,2.94,0.0,2.94,0.0,0.0,0.0,0.6709999999999999,1
0.0,0.0,0.0,0.0,2.94,0.0,2.94,0.0,0.0,0.0,0.711,1
0.0,3.15,0.92,0.0,0.0,0.0,1.11,0.0,0.0,0.18,0.426,1
0.0,1.82,0.26,0.0,0.26,0.0,0.52,0.0,0.0,0.26,0.813,1
0.0,4.07,1.51,0.0,0.0,0.0,0.45,0.15,0.0,0.0,1.318,1
0.0,4.54,1.09,0.0,0.0,0.0,1.57,0.06,0.0,0.06,0.01,1
0.0,3.48,1.99,0.0,4.97,0.0,0.0,0.0,0.0,0.0,0.17,1
0.0,3.22,1.46,0.0,0.25,0.0,0.05,0.02,0.0,0.05,0.325,1
0.0,3.51,0.66,0.0,0.26,0.0,0.0,0.0,0.0,0.06,0.278,1
0.0,1.92,3.84,0.0,0.0,0.0,1.92,0.0,0.0,0.0,0.0,1
0.0,2.19,2.19,0.0,1.09,0.0,0.0,0.0,0.0,0.73,0.498,1
0.0,1.67,0.7,0.0,0.0,0.0,0.19,0.0,0.0,0.38,0.244,1
0.0,0.0,1.26,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.198,1
0.0,2.2,2.2,0.0,1.1,0.0,0.0,0.0,0.0,0.73,0.5,1
0.0,1.08,2.17,0.0,1.08,0.0,0.0,0.0,0.0,0.0,1.4780000000000002,1
0.0,3.66,2.09,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.615,1
0.0,2.53,5.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,1.36,1.36,0.0,0.45,0.0,0.45,0.0,0.0,0.0,1.501,1
0.0,2.1,1.68,0.0,0.42,0.0,0.42,0.42,0.0,0.0,0.669,1
0.0,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,1
0.0,7.1,1.89,0.0,0.23,0.0,0.23,0.71,0.0,0.0,0.175,1
0.0,0.93,0.46,0.0,1.39,0.0,1.39,0.0,0.0,0.93,0.0,1
0.0,3.42,2.73,0.34,0.34,0.34,0.68,0.0,0.0,0.68,0.048,1
0.0,4.1,3.01,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.019,1
0.0,1.32,1.32,0.0,1.98,0.0,0.0,0.0,0.0,0.0,2.205,1
0.0,0.97,1.95,0.0,0.48,0.0,1.46,0.0,0.0,0.48,0.589,1
0.0,5.88,1.47,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.5,1
0.0,5.53,1.23,0.0,2.15,0.0,0.0,0.3,0.0,0.0,1.053,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,2.53,3.79,0.0,0.0,0.0,1.26,0.0,0.0,2.53,0.537,1
0.0,1.6,1.06,0.0,0.53,0.0,0.53,0.0,0.0,0.0,0.877,1
0.0,2.24,1.34,0.0,0.44,0.0,0.44,0.44,0.0,0.0,0.807,1
0.0,2.76,1.38,0.0,0.92,0.0,0.46,0.46,0.0,0.46,0.298,1
0.0,2.41,2.41,0.0,0.48,0.0,1.44,0.48,0.0,0.48,0.486,1
0.0,0.94,0.94,0.0,2.83,0.0,0.0,0.0,0.0,0.0,1.3659999999999999,1
0.0,4.14,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165,1
0.0,2.96,1.26,0.0,0.37,0.0,0.18,0.0,0.0,0.0,0.43700000000000006,1
0.0,2.09,0.62,0.0,0.83,0.0,1.67,0.41,0.62,0.2,0.132,1
0.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,5.55,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.431,1
0.0,2.38,1.9,0.0,0.23,0.0,0.0,0.0,0.0,0.23,0.19699999999999998,1
0.0,1.45,0.0,0.0,2.91,0.0,0.0,0.0,0.0,0.0,0.495,1
0.0,2.56,1.28,0.0,1.28,0.0,1.28,0.0,0.0,0.0,0.7240000000000001,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8340000000000001,1
0.0,0.93,1.4,0.0,1.86,0.0,1.4,0.0,0.0,0.46,0.5710000000000001,1
0.0,2.69,2.3,0.0,0.38,0.0,1.15,0.0,0.0,0.0,0.061,1
0.0,3.96,1.58,0.0,0.79,0.0,0.0,0.79,0.0,0.0,0.268,1
0.0,1.14,1.21,0.0,0.2,0.0,0.4,0.06,0.0,0.0,0.096,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,3.93,1.68,0.0,0.56,0.0,2.24,0.0,0.0,1.12,1.083,1
0.0,3.25,1.5,0.0,0.26,0.0,0.05,0.02,0.0,0.05,0.322,1
0.0,3.43,1.53,0.0,0.22,0.0,0.14,0.07,0.0,0.03,0.613,1
0.0,3.43,1.53,0.0,0.22,0.0,0.14,0.07,0.0,0.03,0.612,1
0.0,2.77,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08199999999999999,1
0.0,1.87,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.46,0.0,1
0.0,2.11,1.4,0.0,1.05,0.0,0.35,0.35,0.0,0.0,1.284,1
0.0,1.29,0.86,0.0,0.43,0.0,0.43,0.0,0.0,0.0,0.736,1
0.0,1.21,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.31,1
0.0,3.73,1.24,0.0,0.41,0.0,0.0,0.41,0.0,0.0,0.461,1
0.0,4.96,1.41,0.0,2.83,0.0,4.25,0.0,0.0,0.7,0.38,1
0.0,2.59,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.662,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5290000000000001,1
0.0,2.59,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.662,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5290000000000001,1
0.0,2.59,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.662,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5290000000000001,1
0.0,1.58,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.462,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5290000000000001,1
0.0,3.92,1.96,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,1
0.0,0.0,0.0,0.0,2.46,0.0,0.0,0.0,0.0,2.46,1.9069999999999998,1
0.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,1.52,0.76,0.0,0.0,0.0,0.38,0.0,0.0,0.76,0.0,1
0.0,0.95,0.95,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,1
0.0,2.9,1.38,0.0,0.25,0.0,0.88,0.0,0.0,0.12,0.0,1
0.0,1.53,1.53,0.0,0.51,0.0,0.51,0.51,0.0,0.0,0.542,1
0.0,1.55,0.75,0.05,0.0,0.05,0.1,0.05,0.0,0.0,0.054000000000000006,1
0.0,1.55,0.75,0.05,0.0,0.05,0.1,0.05,0.0,0.0,0.054000000000000006,1
0.0,2.56,5.12,0.0,0.0,0.0,1.28,0.0,0.0,2.56,0.542,1
0.0,3.91,1.67,0.0,0.55,0.0,2.23,0.0,0.0,1.11,1.158,1
0.0,1.55,0.75,0.05,0.0,0.05,0.1,0.05,0.0,0.0,0.054000000000000006,1
0.0,1.55,0.75,0.05,0.0,0.05,0.1,0.05,0.0,0.0,0.054000000000000006,1
0.0,3.08,1.34,0.0,0.23,0.0,0.15,0.03,0.0,0.0,0.335,1
0.0,0.16,0.64,0.0,0.16,0.0,0.32,0.0,0.0,0.16,0.271,1
0.0,0.3,0.61,0.0,0.0,0.0,0.92,0.0,0.0,0.3,0.092,1
0.0,2.18,3.69,0.0,0.0,0.0,0.33,0.0,0.0,0.33,1.194,1
0.0,4.04,3.03,0.0,0.0,0.0,1.51,1.01,0.0,0.0,0.08900000000000001,1
0.0,4.76,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.42700000000000005,1
0.0,4.0,2.0,0.0,0.0,0.0,1.6,0.0,0.0,0.4,0.706,1
0.0,7.05,2.48,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.97,1
0.0,3.04,1.52,0.0,0.38,0.0,0.76,1.14,0.0,0.38,0.598,1
0.0,4.0,2.0,0.0,0.4,0.0,0.4,0.0,0.0,0.4,0.121,1
0.0,2.25,1.12,0.0,0.56,0.0,0.56,0.56,0.0,0.0,0.606,1
0.0,1.6,0.47,0.0,0.0,0.0,1.44,0.0,0.0,0.16,0.299,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.215,1
0.0,0.59,0.78,0.0,0.98,0.0,0.19,0.0,0.0,0.0,0.16,1
0.0,0.59,0.78,0.0,0.98,0.0,0.19,0.0,0.0,0.0,0.16,1
0.0,2.33,0.33,0.0,0.66,0.0,0.66,0.0,0.0,0.0,0.12,1
0.0,0.0,1.49,1.49,2.98,1.49,1.49,0.0,0.0,0.0,0.0,1
0.0,1.65,0.82,0.0,0.82,0.0,1.65,0.0,0.0,0.0,0.0,1
0.0,2.33,0.33,0.0,0.66,0.0,0.66,0.0,0.0,0.0,0.12,1
0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.5579999999999999,1
0.0,3.08,1.34,0.0,0.23,0.0,0.15,0.03,0.0,0.0,0.335,1
0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.5579999999999999,1
0.0,4.16,1.38,0.0,2.77,0.0,0.0,0.0,0.0,0.0,0.715,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.215,1
0.0,2.33,0.33,0.0,0.66,0.0,0.66,0.0,0.0,0.0,0.12,1
0.0,0.58,0.43,0.0,0.14,0.0,0.29,0.14,0.0,0.14,0.865,1
0.0,0.72,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063,1
0.0,2.17,2.44,0.0,0.81,0.0,0.81,0.0,0.0,0.0,0.565,1
0.0,3.13,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261,1
0.0,3.95,1.69,0.0,0.56,0.0,2.25,0.0,0.0,1.12,1.32,1
0.0,4.05,1.35,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.2,1
0.0,1.24,0.62,0.0,0.62,0.0,0.62,0.0,0.0,0.0,1.055,1
0.0,2.02,0.67,0.0,0.33,0.0,0.33,0.33,0.0,0.0,0.484,1
0.0,4.76,2.38,0.0,4.76,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,1.31,3.94,0.0,0.0,0.0,1.31,0.0,0.0,1.31,0.11699999999999999,1
0.0,1.81,0.9,0.0,0.45,0.0,1.36,0.0,0.0,0.45,0.135,1
0.0,0.85,0.85,0.0,0.0,0.0,0.85,0.0,0.0,0.0,1.088,1
0.0,0.27,0.27,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,1
0.0,0.21,0.43,0.21,0.43,0.21,0.43,0.0,0.0,0.0,0.146,1
0.0,2.77,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081,1
0.0,3.66,1.31,0.0,0.87,0.0,0.29,0.58,0.0,0.0,0.265,1
0.0,1.03,1.03,0.0,0.68,0.0,0.0,0.0,0.0,0.34,0.0,1
0.0,2.77,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081,1
0.0,5.59,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.517,1
0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,1.05,0.0,1
0.0,1.77,1.06,0.0,0.35,0.0,0.35,0.0,0.0,0.0,0.7,1
0.0,0.15,0.76,0.0,0.15,0.0,0.3,0.0,0.0,0.15,0.5670000000000001,1
0.0,4.62,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.518,1
0.0,1.32,1.05,0.0,0.79,0.0,0.26,0.0,0.0,0.26,0.31,1
0.0,1.2,3.17,0.0,0.0,0.0,0.42,0.0,0.0,0.08,0.095,1
0.0,2.5,1.5,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.892,1
0.0,1.64,0.54,0.0,0.54,0.0,0.54,0.54,0.0,0.0,1.443,1
0.0,3.12,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.889,1
0.0,4.08,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.968,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,4.03,1.79,0.0,0.44,0.0,0.89,0.44,0.0,0.0,0.9440000000000001,1
0.0,2.64,1.32,0.0,0.33,0.0,0.33,0.33,0.0,0.0,0.583,1
0.0,4.08,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9690000000000001,1
0.0,3.01,0.77,0.0,0.08,0.0,0.08,0.17,0.0,0.08,0.258,1
0.0,3.03,0.78,0.0,0.08,0.0,0.08,0.17,0.0,0.08,0.259,1
0.0,0.87,0.87,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.835,1
0.0,4.46,1.78,0.0,0.44,0.0,0.89,0.44,0.0,0.0,1.083,1
0.0,2.53,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.11800000000000001,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.754,1
0.0,1.19,0.53,0.0,0.05,0.0,0.11,0.0,0.0,0.0,0.032,1
0.0,6.25,0.0,0.0,3.12,0.0,6.25,0.0,0.0,3.12,0.0,1
0.0,6.91,1.59,0.0,1.59,0.0,0.53,0.0,0.0,0.0,0.28,1
0.0,1.87,1.4,0.0,0.46,0.0,1.4,0.0,0.0,0.93,0.135,1
0.0,2.25,2.82,0.0,2.25,0.0,0.56,0.0,0.0,1.12,0.0,1
0.0,5.29,5.29,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.83,1
0.0,0.8,2.41,0.0,1.61,0.0,0.8,0.0,0.0,0.0,1.192,1
0.0,0.43,0.58,0.0,0.14,0.0,0.29,0.0,0.0,0.14,0.585,1
0.0,1.2,3.17,0.0,0.0,0.0,0.42,0.0,0.0,0.08,0.095,1
0.0,1.63,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.294,1
0.0,4.32,1.08,0.0,0.54,0.0,0.54,0.54,0.0,1.08,1.18,1
0.0,1.2,3.17,0.0,0.0,0.0,0.42,0.0,0.0,0.08,0.10800000000000001,1
0.0,4.3,1.07,0.0,0.53,0.0,0.53,0.53,0.0,1.07,1.183,1
0.0,1.03,1.03,0.0,2.07,0.0,0.0,0.0,0.0,0.51,0.067,1
0.0,3.84,1.64,0.0,0.54,0.0,2.19,0.0,0.0,1.09,1.045,1
0.0,2.7,1.15,0.0,0.38,0.0,1.15,1.15,0.0,0.0,0.985,1
0.0,2.73,1.17,0.0,0.39,0.0,1.17,1.17,0.0,0.0,0.8690000000000001,1
0.0,1.29,4.76,0.0,0.0,0.0,0.43,0.0,0.0,0.86,0.915,1
0.0,1.83,0.68,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.187,1
0.0,2.25,1.12,0.0,0.56,0.0,0.56,0.56,0.0,0.0,0.615,1
0.0,1.67,0.55,0.0,0.55,0.0,0.55,0.55,0.0,0.0,0.893,1
0.0,5.26,4.6,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.816,1
0.0,2.46,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.353,1
0.0,3.33,3.33,0.0,0.44,0.0,1.77,0.0,0.0,0.44,0.563,1
0.0,3.0,0.94,0.0,0.08,0.0,0.08,0.17,0.0,0.08,0.287,1
0.0,2.08,2.08,0.0,2.08,0.0,0.0,0.0,0.0,1.04,0.0,1
0.0,1.33,5.33,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.20199999999999999,1
0.0,4.32,1.08,0.0,0.54,0.0,0.54,0.54,0.0,1.08,1.182,1
0.0,3.12,0.62,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.08,1
0.0,3.63,2.72,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.165,1
0.0,0.05,0.02,0.0,0.05,0.0,0.25,0.02,0.0,0.0,0.0,1
0.0,0.05,0.02,0.0,0.05,0.0,0.25,0.02,0.0,0.0,0.0,1
0.0,2.5,1.16,0.0,0.62,0.0,0.35,0.08,0.0,0.53,0.212,1
0.0,1.44,0.48,0.0,0.96,0.0,0.96,0.48,0.0,0.0,0.46799999999999997,1
0.0,2.77,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081,1
0.0,5.86,1.37,0.0,0.68,0.0,1.03,0.34,0.0,0.68,0.366,1
0.0,2.7,0.72,0.0,0.72,0.0,0.18,0.0,0.0,0.0,0.633,1
0.0,2.61,1.57,0.0,1.57,0.0,0.39,0.0,0.0,0.39,0.779,1
0.0,2.28,3.25,0.0,0.32,0.0,0.65,0.32,0.0,0.32,0.0,1
0.0,2.27,3.24,0.0,0.32,0.0,0.64,0.32,0.0,0.32,0.0,1
0.0,4.52,3.14,0.0,0.59,0.0,0.19,0.0,0.0,0.0,0.258,1
0.0,1.84,0.69,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.188,1
0.0,1.42,0.71,0.0,0.71,0.0,0.71,0.71,0.0,0.0,1.094,1
0.0,0.0,2.98,0.0,1.49,0.0,0.0,0.0,0.0,2.98,0.0,1
0.0,0.66,0.0,0.33,0.5,0.0,0.33,0.0,0.0,0.16,0.884,1
0.0,2.2,1.1,0.0,0.55,0.0,0.55,0.55,0.0,0.0,0.6829999999999999,1
0.0,0.32,0.98,0.0,0.16,0.0,0.32,0.0,0.0,0.16,0.773,1
0.0,0.72,0.36,0.0,0.0,0.0,1.81,0.0,0.0,0.0,0.0,1
0.0,0.84,2.54,0.0,10.16,0.0,0.0,0.0,0.0,1.69,1.113,1
0.0,1.29,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,1.29,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,1.2,3.14,0.0,0.0,0.0,0.43,0.0,0.0,0.08,0.08800000000000001,1
0.0,3.27,1.09,0.0,0.0,0.0,1.09,0.54,0.0,2.18,0.47100000000000003,1
0.0,4.7,0.85,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,2.1,0.0,1.05,0.0,0.0,0.0,0.0,0.0,1.806,1
0.0,1.35,1.12,0.0,0.22,0.0,0.22,0.0,0.0,0.0,0.129,1
0.0,3.35,1.11,0.0,0.0,0.0,1.11,0.55,0.0,2.23,0.479,1
0.0,4.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8140000000000001,1
0.0,2.28,3.26,0.0,0.32,0.0,0.65,0.32,0.0,0.32,0.0,1
0.0,1.43,3.59,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.937,1
0.0,3.35,1.11,0.0,0.0,0.0,1.11,0.55,0.0,2.23,0.479,1
0.0,0.0,2.15,0.0,2.15,0.0,0.0,0.0,0.0,1.07,0.145,1
0.0,1.42,0.47,0.0,0.95,0.0,0.95,0.47,0.0,0.0,0.461,1
0.0,0.79,0.0,0.95,1.11,0.0,0.31,0.0,0.0,0.15,0.862,1
0.0,0.39,0.39,3.58,0.0,0.39,0.0,0.39,0.0,0.0,0.0,1
0.0,2.3,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.766,1
0.0,3.5,0.73,0.0,0.48,0.0,1.38,0.0,0.0,0.08,0.39,1
0.0,2.37,1.04,0.0,1.11,0.0,0.27,0.13,0.0,0.0,0.75,1
0.0,2.23,0.97,0.0,1.11,0.0,0.27,0.13,0.0,0.0,0.75,1
0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.4530000000000003,1
0.0,1.42,3.57,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.9309999999999999,1
0.0,1.6,2.4,0.0,0.8,0.0,1.6,0.0,0.0,0.0,1.62,1
0.0,1.98,3.3,0.0,0.33,0.0,0.99,0.33,0.0,0.33,0.0,1
0.0,3.55,1.85,0.0,0.0,0.0,0.51,0.0,0.0,0.07,0.159,1
0.0,1.98,3.3,0.0,0.33,0.0,0.99,0.33,0.0,0.33,0.0,1
0.0,0.79,0.0,0.95,1.11,0.0,0.31,0.0,0.0,0.15,0.862,1
0.0,2.48,0.93,0.0,0.31,0.0,1.24,0.0,0.0,0.0,0.043,1
0.0,0.17,0.86,0.0,0.17,0.0,0.34,0.0,0.0,0.17,0.665,1
0.0,3.17,1.58,0.0,0.79,0.0,0.0,0.79,0.0,0.0,0.271,1
0.0,2.35,0.88,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.204,1
0.0,2.22,3.33,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.784,1
0.0,2.5,1.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.203,1
0.0,2.92,2.92,0.0,0.58,0.0,2.33,0.0,0.0,1.16,0.09,1
0.0,2.35,0.88,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.204,1
0.0,2.35,0.88,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.204,1
0.0,1.76,0.0,0.0,0.58,0.0,1.17,0.0,0.0,0.58,0.8290000000000001,1
0.0,3.29,1.01,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.040999999999999995,1
0.0,6.25,0.0,0.0,0.0,0.0,6.25,0.0,0.0,3.12,0.0,1
0.0,3.42,1.14,0.0,0.0,0.0,1.14,0.57,0.0,2.28,0.48700000000000004,1
0.0,0.88,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.085,1
0.0,1.42,0.47,0.0,0.95,0.0,0.95,0.47,0.0,0.0,0.401,1
0.0,3.42,1.14,0.0,0.0,0.0,1.14,0.57,0.0,2.28,0.48700000000000004,1
0.0,0.34,0.51,0.0,0.17,0.0,0.34,0.0,0.0,0.17,0.315,1
0.0,3.42,1.14,0.0,0.0,0.0,1.14,0.57,0.0,2.28,0.48700000000000004,1
0.0,0.0,1.63,0.0,1.63,0.0,0.0,0.0,0.0,3.27,0.54,1
0.0,0.58,0.0,0.0,0.87,0.0,0.29,0.0,0.0,0.14,0.764,1
0.0,0.19,0.95,0.0,0.19,0.0,0.38,0.0,0.0,0.19,0.632,1
0.0,2.21,2.62,0.0,0.4,0.0,0.2,0.0,0.0,0.2,1.453,1
0.0,0.91,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.531,1
0.0,0.61,0.0,0.0,0.92,0.0,0.3,0.0,0.0,0.15,0.732,1
0.0,1.56,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.867,1
0.0,2.14,1.28,0.0,0.42,0.0,0.42,0.42,0.0,0.0,1.117,1
0.0,4.48,1.15,0.0,0.0,0.0,1.57,0.06,0.0,0.06,0.01,1
0.0,2.4,2.92,0.1,0.1,0.1,0.2,0.0,0.0,0.2,0.785,1
0.0,1.8,0.9,0.0,5.4,0.0,0.0,0.0,0.0,5.4,0.841,1
0.0,1.97,4.12,0.0,0.0,0.0,0.53,0.0,0.0,0.17,1.158,1
0.0,3.43,0.77,0.0,0.51,0.0,1.46,0.0,0.0,0.08,0.348,1
0.0,2.76,1.84,0.0,0.0,0.0,1.15,0.0,0.0,0.23,0.841,1
